epoch,time
0,1.04057e+08,0,1
1,2.19027e+08,0,1
2,3.30577e+08,0,1
3,4.45622e+08,0,1
4,5.52426e+08,0,1
5,6.69406e+08,0,1
6,7.85228e+08,0,1
7,9.02815e+08,0,1
1,9.02995e+08,0,1
